ACC	TCGA-OR-A5J1-01A-11D-A29J-05	0.0463739104963611
ACC	TCGA-OR-A5J2-01A-11D-A29J-05	0.0578586855952768
ACC	TCGA-OR-A5J3-01A-11D-A29J-05	0.0484603250531336
ACC	TCGA-OR-A5J4-01A-11D-A29J-05	0.043988296639873
ACC	TCGA-OR-A5J5-01A-11D-A29J-05	0.0167590478030757
ACC	TCGA-OR-A5J6-01A-31D-A29J-05	0.189302424874657
ACC	TCGA-OR-A5J7-01A-11D-A29J-05	0.0378590176968238
ACC	TCGA-OR-A5J8-01A-11D-A29J-05	0.314571273376344
ACC	TCGA-OR-A5J9-01A-11D-A29J-05	0.0310468445789508
ACC	TCGA-OR-A5JA-01A-11D-A29J-05	0.0347756917135674
ACC	TCGA-OR-A5JB-01A-11D-A29J-05	0.25702614646976
ACC	TCGA-OR-A5JC-01A-11D-A29J-05	0.0759758442688626
ACC	TCGA-OR-A5JD-01A-11D-A29J-05	0.181995726480329
ACC	TCGA-OR-A5JE-01A-11D-A29J-05	0.0980088595294784
ACC	TCGA-OR-A5JF-01A-11D-A29J-05	0.0931118442166206
ACC	TCGA-OR-A5JG-01A-11D-A29J-05	0.0377779247514518
ACC	TCGA-OR-A5JI-01A-11D-A29J-05	0.178299225308076
ACC	TCGA-OR-A5JJ-01A-11D-A29J-05	0.0460540585769084
ACC	TCGA-OR-A5JK-01A-11D-A29J-05	0.281138249192772
ACC	TCGA-OR-A5JL-01A-11D-A29J-05	0.119050819657954
ACC	TCGA-OR-A5JM-01A-11D-A29J-05	0.0012519711455424
ACC	TCGA-OR-A5JO-01A-11D-A29J-05	0.303730391210499
ACC	TCGA-OR-A5JP-01A-11D-A29J-05	0.0448042368212683
ACC	TCGA-OR-A5JQ-01A-11D-A29J-05	0.229189473050422
ACC	TCGA-OR-A5JR-01A-11D-A29J-05	0.117670812285512
ACC	TCGA-OR-A5JS-01A-11D-A29J-05	0.0357202434755671
ACC	TCGA-OR-A5JT-01A-11D-A29J-05	0.0469132552992399
ACC	TCGA-OR-A5JV-01A-11D-A29J-05	0.37496524424342
ACC	TCGA-OR-A5JW-01A-11D-A29J-05	0.0561448457532041
ACC	TCGA-OR-A5JX-01A-11D-A29J-05	0.0369941120811135
ACC	TCGA-OR-A5JY-01A-31D-A29J-05	0.0512405462642553
ACC	TCGA-OR-A5JZ-01A-11D-A29J-05	0.0557399449350534
ACC	TCGA-OR-A5K0-01A-11D-A29J-05	0.0066090206097487
ACC	TCGA-OR-A5K1-01A-11D-A29J-05	0.0955168840975472
ACC	TCGA-OR-A5K2-01A-11D-A29J-05	0.0566230769237588
ACC	TCGA-OR-A5K3-01A-11D-A29J-05	0.0984967556863375
ACC	TCGA-OR-A5K4-01A-11D-A29J-05	0.0225809815451445
ACC	TCGA-OR-A5K5-01A-11D-A29J-05	0.0293673095799109
ACC	TCGA-OR-A5K6-01A-11D-A29J-05	0.0603974769121382
ACC	TCGA-OR-A5K8-01A-11D-A29J-05	0.0263149057251894
ACC	TCGA-OR-A5K9-01A-11D-A29J-05	0.0038713546127737
ACC	TCGA-OR-A5KO-01A-11D-A29J-05	0.0141350190290608
